id,timestamp,likesCount,postUrl,commentUrl,source_file,ownerUsername,text
18131249071561283,2026-04-23T10:43:24+00:00,4524,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18131249071561283,scraping_instagram,secretariat_irwn_999,"Dipikir dari sisi manapun, 550 miliar ??? Buat aplikasi kayak gitu, gk masuk akal di otak saya 😂😂"
18049919705732880,2026-04-23T13:30:10+00:00,2735,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18049919705732880,scraping_instagram,peterkarundeng,SETIAP DEBUG MELEDAK 🤣 NGAKAK BANGETTT AMPUNNNNNNNN HAHAHAHAHAHAHAHHAA
18191321884373494,2026-05-24T00:24:25+00:00,0,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18191321884373494,scraping_instagram,aabahwarung,"Lolololololooolo abang nya yg ga paham, ga nyampe. Kalo ngitung nya gitu, mana ada buat rapat, konsumsi rapat, transport rapat, token listrik, uang rokok, uang pembulatan nota, baru tender."
18116468315628211,2026-05-14T23:12:22+00:00,2,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18116468315628211,scraping_instagram,angga_setio_putro,"@official.kpk lu gak brani audit proyek itu, Bos? Masak diem bae nih, Bos @gerindra @prabowo @gibran_rakabuming . Lu pada mau bawa kemana bangsa ini??? @dpr_ri @bumn_id"
17914979214186369,2026-05-21T12:08:26+00:00,1,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=17914979214186369,scraping_instagram,gunturpamungkasofficial,Namanya jg KONOHA negara salah urus
18183388636379343,2026-05-19T01:22:43+00:00,1,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18183388636379343,scraping_instagram,rina_havizah,"Dadan memang penghacur negara ... kok diem"" ja sih KPK"
18000939335925943,2026-05-18T14:19:09+00:00,1,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18000939335925943,scraping_instagram,fachrur_roozy,@official.kpk jangan diam aja
18081990227535116,2026-05-17T02:57:40+00:00,1,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18081990227535116,scraping_instagram,sandysatrio,"udah jelas di mark up buat di korupsi bang, apalagi coba🤣"
18582182233055244,2026-04-28T15:54:43+00:00,2,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18582182233055244,scraping_instagram,abaihaki,"Harga Gajelas, ga secure juga. Data masih kebobolan."
18087294605254021,2026-04-23T14:49:44+00:00,1213,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18087294605254021,scraping_instagram,m.rizky_1224,"Lu yg kudet bang, yg bikin mahal itu rapat di hotel bintang 5 dulu, sambil liburan, abis itu rapat lagi, abis rapat ya rapat lagi, belum lagi vendor yg menang proyek pasti dimintain balik uang proyek nya, yg real nyampe ke programmer nya nggak nyamoe 100 jt kayaknya😂"
17957822028094170,2026-04-23T10:25:37+00:00,18,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=17957822028094170,scraping_instagram,ekygalih,penasaran programmer nya nnton lu gak ya bang😂
18082325504104301,2026-04-23T09:32:48+00:00,116,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18082325504104301,scraping_instagram,arief_programmer,"Thanks mas sudah bersuara, kami baru bisa bantu meramaikan 🙏"
18034498409789848,2026-04-23T10:12:16+00:00,201,https://www.instagram.com/reel/DXd-RSckWCU/,https://www.instagram.com/reel/DXd-RSckWCU/?comment_id=18034498409789848,scraping_instagram,efrizalnf,"""mungkin sebagian dananya"" dipakai utk beli device buat test appsnya biar support di semua handphone 😮😂"
