id,ownerUsername,postUrl,label_pks,label_enc,confidence,text
1.8e+16,ajiekobayu,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,pujian,2,1.0,DJP sprint a head
1.81e+16,shelfie_aja,https://www.instagram.com/bpjskesehatan\_ri/reel/DPix6eiDejg/,saran,1,1.0,admin ini berarti status kepesertaan langsunga aktif atau menunggu cicilan nya sampai lunas sesuai tagihan awal?
7.638512096686196e+18,user3312619056561,https://www.tiktok.com/@lini.publik/video/7620671249559211285,keluhan,0,0.9893,"aku tidak dapat apa"""
1.81e+16,nanayaaaaaw,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/,saran,1,1.0,KEMBALIKAN EFAKTUR please
1.8584841946014684e+16,raffidanu,https://www.instagram.com/p/DXgjNKaDO2r/,keluhan,0,0.9618,Pemerintah daerah disuruh ikat pinggang kementerian satu ini bermegah megahan
7.621417118328735e+18,ikromi.aziz,https://www.tiktok.com/@lini.publik/video/7620671249559211285,pujian,2,0.9795,mbg harus berjalan terus karena sangat membantu masyarakat bawah
7.556225999102346e+18,uhnrd7978,https://www.tiktok.com/@ditjenpajakri/video/7556183049059175698,saran,1,0.8578,"pajak umkm .%, % itu pajak apa bro?"
1.7882294874491008e+16,ayy.zm12,https://www.instagram.com/p/DWVXhkrk__j/,pujian,2,0.9064,jadi selama nya juga tidak apa apa banget
1.81e+16,bella_anabel,https://www.instagram.com/bpjskesehatan\_ri/p/DOqGjSWkxvX/,pujian,2,1.0,senang senang senang senang
7.631535318731408e+18,rzll.real,https://www.tiktok.com/@lini.publik/video/7620671249559211285,keluhan,0,0.9089,berbicara DOANG GAMPANG
1.83e+16,ghinalfiyyah,https://www.instagram.com/bpjskesehatan_ri/reel/DOk6O7WgUDD/,pujian,2,1.0,senang senang
1.812060791867137e+16,cicih.kurniasih.737,https://www.instagram.com/reel/DYmu1e6PyWi/,keluhan,0,0.9892,Astagfirullah Alajim
7.600961014477637e+18,aandidie,https://www.tiktok.com/@aalisa.na/video/7598141299467783431,keluhan,0,0.8789,ojek online gumun dulure perangkat
7.622292312890361e+18,pang5_kumban9,https://www.tiktok.com/@liputan6.sctv/video/7621442575928528129,keluhan,0,0.9839,"beda era, beda aplikasi, beda sistem, beda pelaporan. wajib pajak bingung marah marah"
1.81e+16,leni_makeup79,https://www.instagram.com/bpjskesehatan\_ri/p/DOqGjSWkxvX/,saran,1,1.0,"admin mau tanya,klo BPJS PBI APBD apa bisa digunakan di rumah sakit luar kota? Apa harus di rumah sakit dalam daerah,?"
1.81e+16,datgurlputri,https://www.instagram.com/bpjskesehatan\_ri/reel/DP09dkjjZhj/,keluhan,0,1.0,pantas saja error astaga
