id,ownerUsername,postUrl,label_pks,label_enc,confidence,text
1.8e+16,bachtiar_hafizh_almaira_aulia,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,saran,1,1.0,yuk segera aktifkan
1.81e+16,sem_utomo,https://www.instagram.com/ditjenpajakri/p/DHANVDCzzQb/,saran,1,1.0,"meminta tolong diperbaiki pak, Bu.. nota retur dari customer masih belum bisa sampai pagi ini.. akibatnya perusahaan rugi sebesar PPN penjualan yang sudah disetor ke negara. Terima kasih pak, bu"
1.79e+16,ramezz_12,https://www.instagram.com/badangizinasional.ri/p/DPdQV0UifqC/,keluhan,0,1.0,marah sekolah dasar kami kapan
1.81e+16,m_mursidi2025,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,saran,1,1.0,Segera aktifkan akun coretax
1.85e+16,mrkurniawann,https://www.instagram.com/bpjskesehatan_ri/p/DMw1rKhuUZX/,saran,1,1.0,Sore. Istri saya sebelumnya terdaftar program kartu indonesia sehat untuk sekeluarga sesuai KK. Saat sudah kerja dengan pemberi kerja semacam didaftarkan ulang ikut program yang mandiri. Jadi ada dua nomor kepesertaan untuk istri saya. Jadinya selalu terkendala buat daftar atau log in JKN Mobile. bagaimana solusinya ya?
1.79e+16,to.ha171,https://www.instagram.com/bakom.ri/p/DPGTdmiEqIR/,keluhan,0,1.0,tidak usah pakai menangis nangisan.. tidak butuh tangisan.. Kerja yang benar
1.81e+16,asnwannabe,https://www.instagram.com/badangizinasional.ri/reel/DPlllCJCW3D/,keluhan,0,1.0,Bapa tolong dibantu gaji aku sama AG MBG belum dibayarkan bulan oleh .ri
1.79e+16,irnaaap,https://www.instagram.com/ditjenpajakri/p/DFwUbNzTqRU/,keluhan,0,1.0,Bro masa kita tiap hari harus lembur menunggu coretax bisa diakses bro. Jam malam saja masih loading. capai bgtt!!
1.8e+16,laila_r_d,https://www.instagram.com/bpjskesehatan_ri/reel/DNDV5_gBBWO/,pujian,2,1.0,Mbitt.. km kok muncul disini.. senang senang
1.8e+16,cecilia_mehue,https://www.instagram.com/badangizinasional.ri/p/DPdQV0UifqC/,pujian,2,1.0,senang senang senang senang senang
1.81e+16,molenmo_cat,https://www.instagram.com/bpjskesehatan_ri/reel/DNiGSEQSyM-/,saran,1,1.0,"Saya masuk igd dikota lain. Dikasih surat untuk kontrol seminggu kemudian di rumah sakit tsb. Jika tidak memungkinkan untuk ke faskes asal untuk ambil rujukkan, apa bisa meminta rujukan dari puskesmas terdekat agar saya tetap bisa kontrol di rumah sakit tsb? Atau memang saya sudah tidak bisa kontrol? saya pakai bpjs dari pemerintah.."
1.81e+16,its.ahyattt_,https://www.instagram.com/bpjskesehatan\_ri/reel/DO8OTtjCrA1/,pujian,2,1.0,senang senang senang
1.81e+16,krishnalanang,https://www.instagram.com/ditjenpajakri/reel/DJ5iAMIy5rJ/,keluhan,0,1.0,"Ya kali semua orang mau daftar coretax, kenapa tidak dibuat otomatis terdaftar saja sudah senang senang"
1.81e+16,the.healthylist,https://www.instagram.com/bakom.ri/p/DPGTdmiEqIR/,saran,1,1.0,Jangan ada yang sampai main curang untuk dapat sertifikatnya ya. Berbuatlah benar sedari awal.
1.81e+16,newsrbaceh,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/,pujian,2,1.0,kalau benar isinya begitu wah mantap banget
1.81e+16,kankayyie,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,pujian,2,1.0,"Akun coretax kita aktif, kita pun tenang senang"
1.84e+16,estylestari,https://www.instagram.com/ditjenpajakri/p/DGPVXd_TfYv/,saran,1,1.0,Halo bu apakah feed instagram DJP sekarang bisa jadi dasar hukum? Halo bu.. halo..
1.81e+16,resimalfah,https://www.instagram.com/bakom.ri/p/DPGTdmiEqIR/,saran,1,1.0,"Setiap program baru,pasti mempunyai kendala baik di managementnya terlebih pelaksanaan dilngan,jd mari kita sama berpikir secara tenang dan jernih,bahwa untuk mengjasilkan sesuatu yang baik institut teknologi indonesia pasti tidak mudah,sambil kita berbenah dan memohon kepada Sang pencipta..bahwa yang dilakulan ini adalah untuk kebaikan generasi penerus bangsa Infonesia..mari kita sama mendukung program ini jangan mencela terus..tidak ada orang yan tidak bekerja untuk mendatangkan kecelakaan..semua menginginkan kebaikan.."
1.81e+16,awingkobandaha,https://www.instagram.com/bpjskesehatan_ri/p/DOLfw2uDYgD/,pujian,2,1.0,terima kasih infonya senang
1.83e+16,desylusiana1283,https://www.instagram.com/badangizinasional.ri/reel/DPSTDh7CeL7/,saran,1,1.0,mau tanya untuk akuntan persyaratannya untuk sarjana ekonomi Akuntansi apa bisa melamar?
1.81e+16,mdennyw,https://www.instagram.com/bakom.ri/reel/DPEjCRvj83S/,saran,1,1.0,"Alihkan ke swasta aja, tender"
1.82e+16,vitryafrianty.pardede,https://www.instagram.com/bpjskesehatan_ri/reel/DOdR3HSkXVR/,pujian,2,1.0,Terima kasih JKN senang
1.81e+16,klosetberdiri,https://www.instagram.com/ditjenpajakri/p/DF47sKaz8qv/,keluhan,0,1.0,"Impresonate saja tidak bisa, boro boro kamu prepopulated. Dari dulu tidak pernah berubah, giliran denda cepat kamu semua."
1.8e+16,arditra_,https://www.instagram.com/ditjenpajakri/p/DGPVXd_TfYv/,saran,1,1.0,Monggo seng mau misuh senang
1.81e+16,its_meiwokas,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,saran,1,1.0,Bantu jawab teman masalah coretax coba login nya jangan di enter tetapi di klik senang
1.84e+16,ade_antary,https://www.instagram.com/bpjskesehatan_ri/reel/DNkQD1vPG58/,pujian,2,1.0,Terima kasih JKN
1.79e+16,vanillalatte13._,https://www.instagram.com/ditjenpajakri/p/DFwUbNzTqRU/,saran,1,1.0,"Kak, mau tanya dong. kalau mau mengerjakan retur pajak masukan di coretax itu harus menunggu diupload dulu atau bisa dikerjakan sebelum diupload ya?"
1.81e+16,davetan04,https://www.instagram.com/ditjenpajakri/p/DF47sKaz8qv/,keluhan,0,1.0,Disappointed but not suprised.. itulah badut staf direktorat jenderal pajak senang
1.8e+16,cornelia_niken,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/,saran,1,1.0,sudah ada yang coba menu filter di pajak keluaran?
1.81e+16,mrs.gursing,https://www.instagram.com/bpjskesehatan_ri/p/DNR7LDCsr8g/,pujian,2,1.0,Informasi yang sangat bermanfaat . Semoga masyarakat Indonesia semakin banyak yang sehat supaya bisa membantu pasien yang membutuhkan pelayanan kesehatan khususnya yang berbiaya besar. senang
