id,ownerUsername,postUrl,label_pks,label_enc,confidence,text
7.642268924318451e+18,zajaajaza,https://www.tiktok.com/@badangizinasional.ri/video/7641779519241604373,pujian,2,0.994,"Alhamdulillah, MBG ini sangat bermanfaat bagi rakyat kecil dan UMKM lokal senang"
1.81e+16,t451k.unique,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,saran,1,1.0,Mari..kita mulai aktivasi akun Coretax senang
7.642558539361617e+18,delin608,https://www.tiktok.com/@growthmotion.id/video/7639228546753236231,keluhan,0,0.9521,oke saja kalau buat murid ..tp jika buat guru bagaimana ..q kerja proyek di situ ..sampek malu lihatnya ..sampek bawa banyak banget saat pulang sekolah
1.807043429628568e+16,bimbinx_nugroho,https://www.instagram.com/p/DUFPyntkuvi/,keluhan,0,0.9894,SALAH SATU INSTITUSI PALING KORUP
1.81e+16,cathykim88,https://www.instagram.com/bpjskesehatan_ri/reel/DOk6O7WgUDD/,saran,1,1.0,"admin mau nanya, saya disuruh isi faskes gigi sama dokter yang ada di faskes tingkat itu wajib diisi .nya kah? katanya kartunya bakal ke blokir kalau tidak diisi"
1.83e+16,catur_dicky,https://www.instagram.com/ditjenpajakri/p/DGPVXd_TfYv/,saran,1,1.0,Tolong perhimpunan mahasiswa katolik nya di update ya. jangan sampai jadi abu
7.621799442077746e+18,seconddowny,https://www.tiktok.com/@ditjenpajakri/video/7616590003392597268,keluhan,0,0.9854,"memang tai tai tai sistem pajak ini, harap harap"
7.56982720427321e+18,oxaepbigwin,https://www.tiktok.com/@bpjskesehatan_ri/video/7569060917569441044,saran,1,0.9556,admin tunggkn bpjs di hapus benar tidak ya
1.810201974810887e+16,laila_inr,https://www.instagram.com/reel/DYfSoAMCLbk/,keluhan,0,0.9863,Bapak mohon maaf. Nakes di rumah sakit itu sekarang di atur sama BPJS. Sebenrny nakes itu tidak mau menjalankan apa yang BPJS itu buat karena menurut nakes itu tidak manusiawi. tetapi bagaimana lagi bapak BPJS yang membatasi semua itu. Bukan nakes tidak mengutamakan pasien. Bapak harusnya berbicara kayak begitu ke Bpjs pak. Bukan ke nakes. NAKES HANYA MENJADI KAMBING HITAM BPJS. NAKES juga tidak mau seperti ini. kesal banget saya.
1.8e+16,wiesnu_bp,https://www.instagram.com/badangizinasional.ri/reel/DKbfERlJHSh/,saran,1,1.0,".ri .. maaf, kalau mau kirim foto menu makan bergizi gratis yang ada di lapangan dan daerah kemana iya .. apakah ada nomer wa (yang mudah akses) yang mewakili laporan yang ada secara langsung, terima kasih pak ..matur nuwun"
