id,timestamp,likesCount,postUrl,commentUrl,source_file,ownerUsername,text
7636043041325073173,2026-05-04T14:27:07.000Z,1,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380?commentId=7636043041325073173,scraping_tiktok,niz_523,"allhamdulilah tiap hari telur trus ,semoga aja ga bisulan😁"
7641083823175074567,2026-05-18T04:27:58.000Z,0,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380?commentId=7641083823175074567,scraping_tiktok,_ayluvuwu3,"assalamualaikum pak. kenapa tidak boleh lagi buah potong. kasian kami petani melon, pepaya, dan semangka saat masa panen. katanya menggerakkan ekonomi rakyat. tapi kebanyakan pakai buah utuh impor semua. dimana keadilan untuk rakyat kecil"
7635978822378357511,2026-05-04T10:17:52.000Z,0,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380?commentId=7635978822378357511,scraping_tiktok,cacamaricaaa9,"Dengan landasan hukum yang kuat dan transparan, masyarakat jadi makin yakin kalau program MBG ini benar-benar dipersiapkan dengan matang dan penuh tanggung jawab"
7635916640789693192,2026-05-04T06:16:37.000Z,0,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380?commentId=7635916640789693192,scraping_tiktok,apaajahalal4,"allhamdulilah dapat menu rapelan posyandu untuk 3 hari berupa nasi pakai ayam bumbu dan 2 kotak susu clevo 115ml,buah naga separo buat senin sampe rabu"
7637866863343272724,2026-05-09T12:24:33.000Z,0,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380?commentId=7637866863343272724,scraping_tiktok,tiktokvirall.id,hem
7635829004491260693,2026-05-04T00:37:07.000Z,0,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380?commentId=7635829004491260693,scraping_tiktok,twety_md,"sekarang MBG menu rapelan,tapi jatuhnya sehari pling telor rebus satu biji"
7635828638814683922,2026-05-04T00:35:16.000Z,0,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380?commentId=7635828638814683922,scraping_tiktok,ini_aldo45,pertama
7636210654110450440,2026-05-05T01:17:42.000Z,0,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380,https://www.tiktok.com/@badangizinasional.ri/video/7635827943326895380?commentId=7636210654110450440,scraping_tiktok,baby_white321,BGN kocak
7634454769154687762,2026-04-30T07:43:48.000Z,2,https://www.tiktok.com/@badangizinasional.ri/video/7634381692983069972,https://www.tiktok.com/@badangizinasional.ri/video/7634381692983069972?commentId=7634454769154687762,scraping_tiktok,ahliserangga,
7640700451440640785,2026-05-17T03:40:17.000Z,0,https://www.tiktok.com/@badangizinasional.ri/video/7634381692983069972,https://www.tiktok.com/@badangizinasional.ri/video/7634381692983069972?commentId=7640700451440640785,scraping_tiktok,ozonegenerator_,"Semangat pagi tim dapur SPPG! Cucian ompreng stainless numpuk setelah pembagian makan siang? Tenang Kak! Biar proses pencuciannya makin efisien dan dipastikan lolos sertifikasi SLHS Kemenkes sesuai SE HK.02.02/C.I/4202/2025, Kakak wajib banget pakai teknologi Ozone Generator Water Sterilizer persembahan Dheatech International! ✨🍽️Teknologi ozonisasi air ini punya daya bunuh kuman yang luar biasa cepat, menyulap ompreng yang tadinya berminyak dan berisiko menempel bakteri menjadi kesat, kinclong, dan 100% steril! Keunggulan Dheatech ini sangat cocok diaplikasikan pada skala industrial untuk memastikan standar kebersihan tertinggi di setiap alat makan anak-anak. Semangat terus mencuci dan menjaga gizi ya Kak! 💪💧"
